,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene33045,36.17039467,-0.029833227,0.132719313,-0.224784372,0.822147024,NA
gene32156,22.90841653,0.029470728,0.131146498,0.224716085,0.82220015,NA
gene33580,4.87464726,0.021674257,0.096507215,0.224586909,0.82230065,NA
gene27887,2.959994036,0.016902308,0.075408778,0.224142442,0.822646468,NA
gene3269,64.78050477,0.029621651,0.132244118,0.223992204,0.82276337,NA
gene40559,1.035952835,0.013574466,0.060645627,0.22383256,0.822887593,NA
gene41223,11.45819283,0.028575481,0.127715441,0.223743357,0.822957007,NA
gene1221,12.03151139,-0.025492143,0.113996466,-0.223622225,0.823051269,NA
gene2398,3.471950101,-0.01849125,0.082743611,-0.223476471,0.823164693,NA
gene20048,24.1774387,-0.027559827,0.123338411,-0.223448862,0.823186179,NA
gene13099,20.63034214,0.028464377,0.127389882,0.223443,0.823190741,NA
gene15477,16.49246224,0.026668991,0.119369584,0.223415299,0.823212298,NA
gene21333,41.77191548,0.019690613,0.088198864,0.223252454,0.823339029,NA
gene10392,6.558795561,-0.026682202,0.119539456,-0.223208329,0.823373369,NA
gene2971,2.236203677,0.017304321,0.077537766,0.223172807,0.823401015,NA
gene21950,1.843671685,-0.017408564,0.078013274,-0.223148745,0.823419742,NA
gene10995,29.70126619,-0.028873645,0.129413495,-0.223111549,0.82344869,NA
gene37792,56.28222966,0.029624644,0.132783796,0.223104362,0.823454284,NA
gene38151,16.90105856,0.027347255,0.122671185,0.222931369,0.823588922,NA
gene15779,43.75046742,-0.029081593,0.130608989,-0.222661495,0.823798971,NA
gene35718,35.42356851,0.025339029,0.1139857,0.222300068,0.824080299,NA
gene39030,1.220519124,-0.013132044,0.059087374,-0.222247882,0.824120922,NA
gene22441,7.783194206,0.01981961,0.089182415,0.222236753,0.824129585,NA
gene29860,43.17104099,0.02949134,0.13271704,0.222212161,0.824148728,NA
gene17603,2.588793384,0.015114732,0.06803435,0.222163242,0.824186807,NA
gene2101,2.639253662,-0.016826993,0.075773083,-0.222070851,0.824258729,NA
gene41142,2.459491404,-0.018945817,0.085461797,-0.221687557,0.824557117,NA
gene24826,1.049327373,0.01669664,0.075355542,0.221571497,0.824647473,NA
gene18848,1.718683875,0.015809556,0.071506646,0.221092115,0.82502071,NA
gene16968,20.41793692,-0.028722735,0.129965654,-0.221002506,0.825090482,NA
gene12005,1.201685864,-0.017487635,0.079308182,-0.22050228,0.825479997,NA
gene21141,8.43967147,-0.021542044,0.097740714,-0.220399899,0.825559724,NA
gene25300,5.544508619,0.017946797,0.081459465,0.220315679,0.82562531,NA
gene24703,2.914714708,-0.018123921,0.082290988,-0.220241869,0.82568279,NA
gene16709,7.943228812,-0.020039369,0.090995167,-0.220224546,0.825696281,NA
gene27304,2.218399927,-0.020654653,0.093817908,-0.220156824,0.825749021,NA
gene13949,7.047294913,-0.024671516,0.11206665,-0.220150383,0.825754037,NA
gene2497,10.01259666,0.02267202,0.10308696,0.219931022,0.825924876,NA
gene33662,27.47713875,0.027838525,0.126588375,0.219913757,0.825938322,NA
gene1780,3.941018086,0.018417073,0.08382234,0.21971557,0.826092678,NA
gene21996,13.7712658,-0.026169798,0.119219164,-0.219509992,0.826252797,NA
gene18150,5.350905987,0.025166233,0.114668383,0.219469682,0.826284195,NA
gene33968,2.597875824,0.016113394,0.073446695,0.219388961,0.826347068,NA
gene18897,2.081865722,-0.01500264,0.068402378,-0.219329214,0.826393607,NA
gene37628,2.883919571,0.011840827,0.054029325,0.219155553,0.826528877,NA
gene14172,5.597093273,-0.025950204,0.118507279,-0.218975609,0.826669048,NA
gene26223,43.92009156,-0.028918298,0.132136901,-0.218851035,0.82676609,NA
gene23792,2.633197243,0.017553721,0.08033481,0.218507033,0.827034079,NA
gene18368,32.66125261,0.028978193,0.132632952,0.218484114,0.827051935,NA
gene17422,4.122744887,0.019259333,0.088152088,0.218478468,0.827056333,NA
gene3008,1.072464063,0.014057428,0.064406608,0.21826065,0.827226032,NA
gene13685,23.44687279,0.028221833,0.129377571,0.218135437,0.827323587,NA
gene24892,52.7050552,0.028859761,0.132319383,0.21810683,0.827345876,NA
gene27953,2.977652324,0.018730521,0.085948739,0.217926659,0.827486256,NA
gene2130,11.89773518,0.022825027,0.104739549,0.217921765,0.827490069,NA
gene15474,5.352034846,0.024657799,0.11317706,0.217869234,0.827530999,NA
gene18242,5.183008913,0.021414405,0.098294651,0.217859312,0.82753873,NA
gene37897,10.47129055,-0.022609281,0.103798126,-0.217819738,0.827569565,NA
gene2538,6.040327903,-0.023620625,0.108494025,-0.217713607,0.827652261,NA
gene15992,18.70758311,0.028420619,0.130543517,0.217709924,0.827655131,NA
gene38929,39.96307522,-0.028503832,0.130936815,-0.217691506,0.827669482,NA
gene26865,22.24584521,0.027056585,0.124307006,0.217659371,0.827694522,NA
gene17050,2.720661262,0.015238235,0.070046203,0.217545485,0.827783264,NA
gene3635,1.790439878,-0.023005147,0.10585144,-0.217334286,0.82794784,NA
gene13811,18.64380314,0.028427605,0.130834855,0.217278531,0.827991287,NA
gene3362,31.99576276,-0.027759814,0.127908406,-0.217028848,0.828185863,NA
gene11154,48.95708455,0.028456425,0.131338609,0.216664582,0.828469752,NA
gene39652,12.94555539,-0.024608108,0.113600883,-0.216618984,0.82850529,NA
gene33349,2.076619205,-0.019565872,0.090343867,-0.216571112,0.828542601,NA
gene14335,6.689850716,0.018631403,0.086142991,0.216284607,0.828765907,NA
gene19376,48.28066162,-0.028212373,0.130448479,-0.216272146,0.82877562,NA
gene3426,2.094435568,0.014267237,0.066061923,0.215967635,0.829012976,NA
gene25034,19.76340111,-0.026175954,0.121207189,-0.215960405,0.829018611,NA
gene15567,3.617699684,0.023691471,0.109715114,0.215936258,0.829037434,NA
gene34970,1.757376948,0.012843059,0.059496365,0.215862915,0.829094605,NA
gene18291,38.97974376,-0.028626905,0.132620586,-0.215855666,0.829100256,NA
gene12190,5.983998463,-0.024095402,0.111778664,-0.215563515,0.829327998,NA
gene11280,5.160358257,-0.018440355,0.085589341,-0.215451538,0.829415292,NA
gene4009,9.211594733,0.022061236,0.102398746,0.215444398,0.829420858,NA
gene16833,1.494310547,0.018842593,0.087550099,0.215220692,0.829595259,NA
gene19797,1.80833987,0.021459394,0.099744145,0.215144401,0.829654738,NA
gene33853,41.80954249,-0.028064597,0.130573962,-0.214932567,0.829819894,NA
gene34837,5.005028137,-0.020510874,0.09547925,-0.214820224,0.829907484,NA
gene37862,18.75479633,-0.026902141,0.125290977,-0.214717306,0.829987729,NA
gene3172,3.090696454,0.015003392,0.069892621,0.214663462,0.830029711,NA
gene3251,2.535628826,-0.015230024,0.07096523,-0.214612479,0.830069464,NA
gene26578,4.174762652,-0.020624511,0.096259901,-0.214258596,0.830345404,NA
gene21134,2.137522099,0.013951809,0.065117431,0.214256138,0.83034732,NA
gene35050,57.36915457,-0.028419628,0.132779379,-0.214036458,0.830518626,NA
gene13357,1.68889826,0.023906691,0.111788205,0.213857011,0.830658565,NA
gene25322,0.37541207,0.008733586,0.040849365,0.213799802,0.830703179,NA
gene16655,59.04420653,0.02836846,0.132742856,0.213709884,0.830773303,NA
gene30627,1.692937749,0.023785248,0.111316048,0.213673124,0.830801972,NA
gene15987,1.733230949,-0.015584497,0.072985935,-0.213527409,0.830915613,NA
gene31222,22.6769961,0.025142362,0.117856685,0.213329965,0.831069603,NA
gene28367,12.280506,0.027639181,0.129562539,0.213326948,0.831071956,NA
gene24432,20.61996735,-0.026872296,0.125989823,-0.213289418,0.831101227,NA
gene36755,8.308409744,-0.021188575,0.099346138,-0.213280311,0.83110833,NA
gene27928,1.258360387,-0.015238895,0.071499898,-0.213131708,0.831224233,NA
gene31128,11.95879496,0.023856028,0.11208821,0.212832623,0.831457517,NA
gene1979,4.357864425,0.024908573,0.117215979,0.212501516,0.831715795,NA
gene14097,1.102526844,0.014675853,0.069067407,0.212485941,0.831727945,NA
gene33960,2.952051153,-0.014566862,0.06862711,-0.212261037,0.831903391,NA
gene11668,1.065886409,-0.013959737,0.065868971,-0.211931919,0.832160148,NA
gene40112,1.632167881,-0.013152407,0.062099028,-0.211797312,0.832265166,NA
gene37740,8.796953091,0.02250108,0.106298284,0.211678674,0.832357727,NA
gene3805,0.514068924,-0.010891746,0.051469048,-0.211617394,0.832405538,NA
gene30140,52.84474889,-0.02807551,0.132707258,-0.211559715,0.832450541,NA
gene11837,0.684953884,0.010682312,0.050519713,0.211448388,0.832537402,NA
gene41443,12.08233078,-0.024725172,0.116939928,-0.211434817,0.832547991,NA
gene39627,4.154188112,-0.019410634,0.091889324,-0.211239274,0.832700566,NA
gene18312,56.85013148,0.027921478,0.13218563,0.2112293,0.832708349,NA
gene39119,2.641909825,0.016115178,0.07631418,0.211168852,0.832755516,NA
gene40176,12.4703137,0.023469293,0.111172408,0.211107177,0.83280364,NA
gene23799,2.134205293,0.01639973,0.077730667,0.210981465,0.832901735,NA
gene36896,1.338756503,0.014326693,0.067916916,0.210944401,0.832930656,NA
gene20719,16.20248544,0.022503931,0.106866038,0.210580753,0.833214432,NA
gene38212,16.76327623,-0.026168837,0.12439321,-0.21037191,0.833377415,NA
gene1746,1.488729186,0.012696738,0.060368831,0.210319425,0.833418376,NA
gene32739,3.914439906,-0.01526154,0.072593992,-0.210231444,0.833487039,NA
gene19951,15.93750815,0.026577215,0.126453727,0.210173441,0.833532307,NA
gene39024,6.873853025,0.018822372,0.089649965,0.209954037,0.833703547,NA
gene2519,28.38465183,0.027102342,0.12916787,0.20982263,0.83380611,NA
gene3200,6.314921385,-0.018971134,0.090419619,-0.209812146,0.833814293,NA
gene21964,18.72416888,0.025469545,0.121413242,0.209775675,0.833842759,NA
gene36234,0.916089551,0.011292715,0.053897562,0.209521821,0.834040903,NA
gene10568,31.24479425,-0.027802144,0.132786325,-0.209375056,0.834155464,NA
gene29450,3.138948909,-0.018396773,0.087885505,-0.209326591,0.834193295,NA
gene29189,2.299864131,0.013756874,0.065729217,0.209296179,0.834217034,NA
gene2543,3.445390896,-0.020452713,0.097728192,-0.209281607,0.834228409,NA
gene19198,2.244798121,0.016830927,0.080465983,0.209168223,0.834316918,NA
gene32370,6.182774655,0.017621735,0.084253169,0.209152191,0.834329433,NA
gene34695,21.17409209,0.026238891,0.12559752,0.208912493,0.834516551,NA
gene11053,1.64166579,-0.016231998,0.077732036,-0.208819931,0.834588812,NA
gene40695,28.36422654,0.027399732,0.131243545,0.208770128,0.834627692,NA
gene20510,4.572142575,0.020124233,0.096440994,0.20866887,0.834706743,NA
gene33573,47.5900591,0.027697217,0.132745086,0.208649661,0.83472174,NA
gene36768,13.11378091,-0.021423778,0.10269546,-0.208614655,0.834749069,NA
gene28358,3.228789561,0.016765563,0.080597437,0.208016085,0.835216408,NA
gene23675,5.172863421,0.017095585,0.082202513,0.207969134,0.835253068,NA
gene33830,1.213646782,-0.016162567,0.077845813,-0.207622815,0.835523488,NA
gene4118,7.978962216,0.019443378,0.093673615,0.207565146,0.835568521,NA
gene24364,3.20636086,-0.016091678,0.07754073,-0.207525494,0.835599484,NA
gene25594,45.19833496,0.027428542,0.132314075,0.20729875,0.835776551,NA
gene29986,40.92489566,0.02749651,0.132650861,0.207284819,0.83578743,NA
gene30542,8.512962669,-0.020541101,0.099105915,-0.20726413,0.835803586,NA
gene38508,2.714583403,0.015145184,0.073146305,0.207053301,0.835968232,NA
gene15388,24.80110377,-0.026038853,0.125789257,-0.207003791,0.836006898,NA
gene13588,9.684158339,-0.021829209,0.105570976,-0.206772831,0.836187276,NA
gene40478,9.22903644,-0.018383285,0.088978881,-0.206602788,0.836320083,NA
gene14818,6.391537278,-0.02447709,0.118514779,-0.206531967,0.836375397,NA
gene14713,27.27824053,0.026174804,0.126856758,0.20633354,0.836530381,NA
gene2282,0.515045203,0.007098923,0.034407779,0.20631739,0.836542995,NA
gene32488,24.78775762,-0.026030309,0.126251466,-0.206178274,0.836651658,NA
gene12345,39.43607438,-0.027280649,0.13239284,-0.206058339,0.836745341,NA
gene37154,6.897402012,0.01771143,0.086016166,0.205908151,0.836862659,NA
gene39736,3.060211653,0.011249603,0.054639935,0.205886098,0.836879885,NA
gene40334,3.934227978,-0.01651537,0.080261443,-0.205769664,0.836970839,NA
gene18741,6.706431328,-0.018262037,0.088825195,-0.205595241,0.837107095,NA
gene36355,19.87658383,0.025962594,0.12629347,0.205573526,0.837124059,NA
gene35083,21.0061636,0.024284897,0.118168271,0.205511146,0.837172791,NA
gene39804,9.242439026,0.021502615,0.104707216,0.20535944,0.837291307,NA
gene15879,13.28988913,0.022674566,0.110555543,0.205096598,0.837496654,NA
gene20376,40.12637565,0.027141897,0.132350322,0.205076166,0.837512618,NA
gene28585,17.38941386,-0.022968777,0.112122052,-0.204855128,0.837685314,NA
gene1574,1.311914319,0.016454398,0.080405411,0.20464292,0.83785112,NA
gene39307,59.66719421,-0.026995383,0.131949968,-0.204588025,0.837894012,NA
gene29774,3.183512834,0.024949363,0.121953497,0.204580958,0.837899534,NA
gene13026,23.92725829,0.026436057,0.129232108,0.20456261,0.837913871,NA
gene33227,3.083437173,-0.018782274,0.0918569,-0.204473196,0.837983736,NA
gene13467,3.11357062,-0.018268871,0.089419141,-0.204306051,0.838114342,NA
gene37931,61.22959872,-0.026590589,0.13028695,-0.204092499,0.838281216,NA
gene26376,10.85567451,0.023877643,0.117127626,0.203860049,0.838462866,NA
gene36407,44.88976972,0.02693913,0.132149071,0.203854098,0.838467516,NA
gene36461,1.938682268,-0.014054773,0.068946287,-0.203851055,0.838469894,NA
gene1547,1.703216733,-0.019221236,0.094299918,-0.203830888,0.838485654,NA
gene11301,1.77652075,-0.013837608,0.067922148,-0.203727486,0.838566462,NA
gene22740,22.8108,0.025363485,0.124669185,0.203446301,0.838786213,NA
gene3593,2.192984107,0.018125297,0.089185894,0.203230537,0.838954846,NA
gene37780,7.552097786,0.021292756,0.104807505,0.203160605,0.839009503,NA
gene41566,3.023925024,-0.019678342,0.096882669,-0.203115194,0.839044997,NA
gene26966,13.40433654,-0.023905564,0.117704947,-0.203097362,0.839058934,NA
gene14841,54.43575735,-0.026738456,0.131682788,-0.203052022,0.839094372,NA
gene23930,34.90137593,-0.026536951,0.130906155,-0.20271737,0.839355946,NA
gene1661,6.308435447,-0.02225111,0.109857712,-0.202544814,0.839490827,NA
gene21133,7.392203238,0.019146102,0.094744123,0.202082215,0.839852452,NA
gene19750,12.37830526,-0.023456191,0.11607346,-0.202080569,0.839853738,NA
gene27496,6.946500228,-0.020303227,0.100534542,-0.201952743,0.839953669,NA
gene16729,48.10999814,0.026650954,0.131967463,0.201950947,0.839955073,NA
gene26896,20.2672701,-0.023312226,0.115476453,-0.201878613,0.840011622,NA
gene28974,56.11874964,0.025235924,0.125080459,0.201757529,0.840106285,NA
gene25388,11.8077679,-0.019964819,0.099072497,-0.201517266,0.84029413,NA
gene36050,1.746626364,-0.017645806,0.087581032,-0.201479771,0.840323446,NA
gene3049,37.40596611,0.025828923,0.128359731,0.201222949,0.840524248,NA
gene19813,1.607073588,-0.012393055,0.061610054,-0.201153133,0.840578837,NA
gene11002,8.60984633,-0.024742205,0.123210357,-0.200812702,0.84084503,NA
gene39193,1.904020165,0.017432577,0.086952578,0.200483725,0.841102285,NA
gene25368,12.32252106,-0.024683594,0.123237245,-0.200293297,0.841251204,NA
gene18548,60.80528406,0.026528102,0.132732285,0.199861716,0.841588732,NA
gene31151,21.08723434,-0.024511407,0.122731482,-0.199715723,0.841702916,NA
gene32314,32.73273976,0.026042378,0.130554052,0.199475831,0.841890547,NA
gene14834,6.795511991,0.022339809,0.112004376,0.199454789,0.841907006,NA
gene17392,0.921877843,-0.017231433,0.086402211,-0.199432784,0.841924218,NA
gene3937,6.89602368,-0.019770216,0.099203959,-0.199288578,0.842037014,NA
gene25743,0.753025051,0.011877944,0.059605243,0.199276836,0.842046198,NA
gene14310,1.936371743,0.013319307,0.066864835,0.199197482,0.842108269,NA
gene15479,1.640403889,0.012739205,0.063974875,0.199128258,0.842162417,NA
gene3954,40.40288349,-0.026421372,0.132771277,-0.198999156,0.842263405,NA
gene22974,1.27450644,-0.016694453,0.083898455,-0.198984035,0.842275233,NA
gene16208,3.162807585,0.019025362,0.095692283,0.19881814,0.842405006,NA
gene15722,2.562682711,-0.017749686,0.089327952,-0.198702483,0.842495482,NA
gene23509,12.89063371,0.023448284,0.118107763,0.198532959,0.842628101,NA
gene29530,3.908208852,0.017262841,0.086966228,0.198500521,0.842653477,NA
gene11504,37.04370323,0.026101072,0.13161863,0.198308339,0.842803828,NA
gene28801,21.46228178,-0.025050668,0.126333794,-0.198289523,0.842818549,NA
gene27078,33.24556115,-0.024149609,0.1218185,-0.198242544,0.842855303,NA
gene23908,9.210439386,0.022203569,0.112061508,0.19813734,0.842937611,NA
gene11279,11.19028307,-0.02248664,0.113523864,-0.198078525,0.842983627,NA
gene30031,14.83329199,0.022774198,0.11498626,0.198060164,0.842997992,NA
gene3501,4.2109253,0.017795131,0.089854577,0.198043683,0.843010886,NA
gene39175,16.90355543,-0.022995588,0.116138425,-0.198001544,0.843043855,NA
gene17921,4.241218866,-0.02572193,0.129927058,-0.197972081,0.843066908,NA
gene3273,9.87950936,0.022084715,0.111665155,0.197776247,0.843220131,NA
gene39113,2.191295445,0.014920332,0.075548203,0.197494206,0.843440815,NA
gene11662,1.408757636,-0.018165277,0.092045233,-0.197351635,0.843552375,NA
gene31223,5.803245407,0.019387543,0.098241041,0.197346681,0.843556252,NA
gene39596,10.76861117,0.021936375,0.111278723,0.197130007,0.843725802,NA
gene39774,29.78574698,-0.025328933,0.128542228,-0.197047562,0.843790318,NA
gene35959,2.236655445,-0.014119521,0.07165571,-0.197046705,0.843790989,NA
gene25765,12.23781651,0.023275082,0.118129728,0.197029844,0.843804183,NA
gene40251,1.891576643,-0.013469118,0.068374765,-0.196989611,0.843835668,NA
gene31755,12.55355653,0.022768544,0.115610335,0.196942114,0.843872837,NA
gene25527,3.062799672,-0.020078274,0.102038847,-0.19677088,0.84400684,NA
gene26711,5.38192097,0.019663298,0.099930629,0.196769479,0.844007937,NA
gene16114,10.0558035,0.021627051,0.109928631,0.196737199,0.844033199,NA
gene10433,2.017025057,-0.015692761,0.0798249,-0.196589802,0.844148552,NA
gene10026,2.796052308,0.019271697,0.098095135,0.196459256,0.84425072,NA
gene21696,3.843005967,-0.01558678,0.079370583,-0.196379809,0.844312899,NA
gene39771,37.22850217,0.025705036,0.13090689,0.196361212,0.844327453,NA
gene19904,3.894088161,0.014227848,0.072596822,0.195984442,0.844622343,NA
gene16672,25.20253943,0.022935534,0.117082179,0.195892611,0.844694221,NA
gene1677,4.631679974,-0.015670115,0.080024841,-0.195815633,0.844754473,NA
gene3017,60.60017988,0.025947219,0.132564402,0.195732933,0.844819206,NA
gene26932,1.529291661,0.014622994,0.074839478,0.195391447,0.845086512,NA
gene34067,46.46682988,-0.02578728,0.132069062,-0.195256025,0.845192521,NA
gene12508,10.69080141,0.019980257,0.102344031,0.195226405,0.845215708,NA
gene17331,10.35816812,0.021475512,0.110103093,0.195049121,0.845354493,NA
gene1769,3.328357117,-0.013358087,0.068496624,-0.195018177,0.845378718,NA
gene11313,52.33752446,-0.025799655,0.132336285,-0.194955263,0.84542797,NA
