,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene13791,3.31382959,-0.020314523,0.074747128,-0.271776642,0.785793766,NA
gene14822,22.23121268,-0.034503077,0.126994381,-0.271689788,0.785860554,NA
gene36547,53.43627224,0.035951194,0.132361059,0.271614586,0.785918383,NA
gene36832,9.049175939,0.027931475,0.102842062,0.271595831,0.785932805,NA
gene13384,0.395500644,-0.018197398,0.067042294,-0.27143162,0.786059085,NA
gene27136,18.89371169,-0.033537747,0.123613614,-0.271311107,0.786151765,NA
gene41122,6.344170665,-0.023157439,0.085367419,-0.271267888,0.786185003,NA
gene11491,18.88221783,0.033516486,0.123584754,0.271202432,0.786235342,NA
gene14167,4.351814284,-0.025651745,0.094676648,-0.270940572,0.78643674,NA
gene18011,20.42094754,-0.032690052,0.120741501,-0.270744122,0.786587839,NA
gene40910,2.31888213,-0.017634595,0.065176756,-0.270565702,0.786725078,NA
gene11628,1.355690283,0.019073533,0.070547955,0.270362658,0.786881265,NA
gene2930,6.774589784,-0.027420721,0.10146076,-0.270259366,0.786960724,NA
gene26924,12.26047423,0.031098171,0.115072276,0.270249033,0.786968673,NA
gene40568,60.14064396,-0.035843186,0.132735929,-0.270033792,0.787134257,NA
gene31249,1.574157263,0.024167646,0.089501803,0.270024121,0.787141697,NA
gene13572,4.012234739,-0.020478059,0.075852158,-0.269973317,0.787180782,NA
gene12009,6.671277475,-0.031629096,0.117234397,-0.269793649,0.787319009,NA
gene27205,21.25996449,0.033536125,0.124343399,0.269705708,0.787386669,NA
gene40011,1.387643558,-0.023414301,0.086847237,-0.269603295,0.787465465,NA
gene20446,21.45148234,-0.033752977,0.125211896,-0.269566855,0.787493503,NA
gene37994,6.058254162,0.023640471,0.087709866,0.269530353,0.787521588,NA
gene11351,56.81833139,-0.035652487,0.132412042,-0.26925411,0.787734143,NA
gene38375,11.11098904,0.026270906,0.097619681,0.269114853,0.787841301,NA
gene38494,42.54331055,-0.035215747,0.130879888,-0.269069205,0.787876427,NA
gene1433,6.083488116,-0.025417428,0.094474199,-0.269040948,0.787898172,NA
gene21438,1.37066775,-0.018714587,0.069573036,-0.268991958,0.787935871,NA
gene3268,1.901362048,-0.022648033,0.084206313,-0.268958856,0.787961345,NA
gene20134,2.184961769,0.021847054,0.08126233,0.268846022,0.788048176,NA
gene12843,55.80030584,-0.03568236,0.132759281,-0.26877488,0.788102925,NA
gene36639,1.721526668,0.02053972,0.076472884,0.268588274,0.788246537,NA
gene29662,6.454924264,-0.022122476,0.082373407,-0.268563327,0.788265736,NA
gene31195,4.188868168,0.024093929,0.089717539,0.268553165,0.788273558,NA
gene17267,2.007853203,-0.018480362,0.068814704,-0.268552514,0.788274059,NA
gene29561,8.14094437,0.030705497,0.114362676,0.268492292,0.788320407,NA
gene28309,2.097871839,0.017357915,0.064664356,0.268430964,0.788367608,NA
gene34406,11.4207344,-0.034101151,0.127047531,-0.268412547,0.788381783,NA
gene13146,13.66158289,-0.030636867,0.114144696,-0.268403777,0.788388533,NA
gene18743,6.88097555,0.033779183,0.125931191,0.268235235,0.788518254,NA
gene22285,5.409295542,-0.02826964,0.105469721,-0.268035601,0.788671915,NA
gene21594,8.241980943,0.030443817,0.113757583,0.267620107,0.788991752,NA
gene35282,6.18462503,-0.027764498,0.103890257,-0.267248336,0.789277962,NA
gene10079,5.417309584,-0.029350304,0.109871353,-0.26713336,0.789366483,NA
gene34937,59.9442437,0.035469813,0.132786177,0.267119773,0.789376944,NA
gene35456,3.232644969,0.020585623,0.077115678,0.266944712,0.78951173,NA
gene39975,2.956082405,-0.032526601,0.121903061,-0.266823495,0.789605063,NA
gene31467,1.460270271,-0.017424141,0.065317337,-0.266761352,0.789652913,NA
gene40254,3.962685289,-0.027113277,0.101748889,-0.266472461,0.789875366,NA
gene39083,10.96755792,-0.034002149,0.127613373,-0.266446597,0.789895283,NA
gene15687,45.53142332,0.03534927,0.132697948,0.266388971,0.789939658,NA
gene1392,15.55990267,0.030335322,0.113905615,0.266319816,0.789992913,NA
gene26059,31.35363366,0.035135235,0.132019448,0.266136811,0.790133846,NA
gene3957,0.739657803,0.017844857,0.06710079,0.265941081,0.790284586,NA
gene13973,8.362503831,-0.027052449,0.101740141,-0.265897496,0.790318154,NA
gene41378,60.83767959,-0.034682029,0.130532458,-0.265696588,0.790472892,NA
gene19425,2.695655158,-0.026010332,0.097969497,-0.265494193,0.790628782,NA
gene37998,1.416830464,-0.021579657,0.081287345,-0.265473764,0.790644518,NA
gene13179,1.027961416,-0.019821388,0.074740361,-0.265203272,0.790852875,NA
gene32070,36.47098205,-0.035099323,0.132507762,-0.264885032,0.791098029,NA
gene17216,8.7267189,0.030546995,0.115328393,0.264869682,0.791109854,NA
gene31401,33.26548906,0.032783111,0.123939977,0.264507966,0.791388527,NA
gene25041,4.235282929,-0.024460273,0.09251615,-0.26438922,0.791480017,NA
gene37375,0.893052156,-0.015769323,0.059672551,-0.264264263,0.791576296,NA
gene41170,4.454073669,0.022669621,0.085840154,0.264091098,0.791709723,NA
gene35424,2.331843933,-0.020073468,0.076116468,-0.263720428,0.791995353,NA
gene27467,30.13102577,-0.03416797,0.129618633,-0.263603842,0.792085198,NA
gene1426,1.354289206,-0.025298698,0.09601039,-0.263499584,0.792165544,NA
gene17913,33.41804115,0.033237992,0.126154994,0.263469491,0.792188736,NA
gene3252,18.66623006,0.032004514,0.121476825,0.263461888,0.792194595,NA
gene12812,1.492587262,-0.020448539,0.07763094,-0.263407079,0.792236835,NA
gene37438,2.386708726,0.018157923,0.068940735,0.263384523,0.792254219,NA
gene21774,3.323350889,0.026722787,0.101508458,0.263256758,0.792352687,NA
gene21299,8.400920349,0.024838158,0.094357338,0.263235049,0.792369418,NA
gene38312,1.214598381,0.017237451,0.065487748,0.263216431,0.792383767,NA
gene38180,1.660902685,-0.0195775,0.074463543,-0.262913899,0.792616943,NA
gene37276,8.289045693,-0.024480415,0.093136905,-0.262843336,0.792671332,NA
gene14798,2.592128063,0.02347075,0.089379095,0.262597764,0.792860623,NA
gene2729,64.15507305,-0.034372983,0.130957596,-0.262474148,0.792955914,NA
gene29898,19.57297148,-0.030490184,0.116277726,-0.262218614,0.793152904,NA
gene17048,3.593056763,0.02638141,0.10061754,0.262194941,0.793171154,NA
gene34563,15.04500378,0.030784895,0.117558254,0.261869279,0.793422225,NA
gene29629,5.782585765,0.02744977,0.104905979,0.261660684,0.793583054,NA
gene3392,62.29655988,0.034264769,0.131062763,0.261437867,0.793754858,NA
gene11944,20.54332607,0.033790597,0.129269161,0.261397206,0.793786212,NA
gene36654,5.435802922,-0.026854402,0.102797229,-0.261236629,0.793910033,NA
gene15099,12.00537661,0.028801093,0.110294972,0.26112789,0.793993885,NA
gene36454,3.924858547,0.029428909,0.112865758,0.260742585,0.794291023,NA
gene19301,14.74151923,-0.033415058,0.128261567,-0.260522761,0.794460561,NA
gene38310,4.699273028,-0.024637234,0.094571706,-0.260513795,0.794467476,NA
gene23351,31.03037138,-0.032761156,0.125773629,-0.260477149,0.79449574,NA
gene34924,20.87130895,-0.033038762,0.12693674,-0.260277381,0.794649819,NA
gene23938,1.063570002,-0.015011519,0.057677907,-0.260264622,0.79465966,NA
gene16107,2.432541907,-0.024912088,0.095752381,-0.260171996,0.794731104,NA
gene32603,18.52159321,-0.031845569,0.122405034,-0.260165516,0.794736103,NA
gene30566,6.925595568,0.024161525,0.092928666,0.260000773,0.794863178,NA
gene39018,6.095225901,0.024684277,0.094955378,0.259956594,0.794897256,NA
gene11300,0.63469194,-0.014546266,0.056032104,-0.259605927,0.795167764,NA
gene18472,10.44740778,-0.029539741,0.113880872,-0.259391593,0.795333116,NA
gene27487,5.967702826,0.024774255,0.095583294,0.259190216,0.79548848,NA
gene30958,8.577349332,-0.02517666,0.097221272,-0.258962468,0.795664199,NA
gene17129,10.48690345,-0.027005806,0.104341358,-0.258821685,0.795772826,NA
gene21270,7.290637368,-0.026004837,0.100505254,-0.258741065,0.795835033,NA
gene17636,29.2425355,0.033556727,0.129735358,0.258655216,0.795901277,NA
gene16078,0.761291244,0.014404049,0.055709862,0.258554742,0.795978807,NA
gene38815,17.09394885,-0.029139385,0.112701937,-0.258552658,0.795980415,NA
gene3874,3.607132598,0.018419227,0.071248286,0.25852168,0.796004319,NA
gene41575,16.77158152,0.031399351,0.121699096,0.25800809,0.796400664,NA
gene39144,17.50084082,-0.032910024,0.127565408,-0.257985485,0.796418109,NA
gene20667,1.34448202,0.011499163,0.044630415,0.257653056,0.796674679,NA
gene23375,2.881439201,0.02306735,0.089529406,0.257651097,0.796676191,NA
gene38945,14.88020904,-0.030436945,0.118155415,-0.257600929,0.796714913,NA
gene34847,3.60900953,0.02702751,0.10499983,0.257405271,0.796865934,NA
gene23518,15.51158721,-0.029739566,0.115633749,-0.2571876,0.797033956,NA
gene2477,18.33468563,-0.033368513,0.129879354,-0.256919299,0.797241072,NA
gene2696,42.77305779,-0.033781013,0.131569144,-0.256754832,0.79736804,NA
gene22759,26.39619089,0.032304208,0.126028988,0.25632363,0.797700952,NA
gene39498,35.20119853,-0.032479917,0.12675122,-0.256249341,0.797758312,NA
gene15531,23.63380611,-0.029963087,0.116944504,-0.256216289,0.797783832,NA
gene21641,5.087791984,0.023331112,0.091067237,0.256196556,0.797799068,NA
gene41441,13.00745682,-0.029633583,0.115710686,-0.256100661,0.797873112,NA
gene19296,48.61645248,-0.033966126,0.132737641,-0.255889177,0.798036412,NA
gene19129,2.711952899,-0.021372393,0.083596348,-0.2556618,0.798211994,NA
gene33950,4.695018682,0.023365501,0.091460134,0.25547197,0.79835859,NA
gene37742,2.117218348,-0.022807467,0.089279529,-0.255461332,0.798366806,NA
gene11619,2.804444219,0.02385001,0.093498266,0.255085055,0.798657407,NA
gene32298,56.55307975,0.033319178,0.130756033,0.254819433,0.798862565,NA
gene15642,18.32164036,0.031214073,0.122545563,0.254714019,0.798943988,NA
gene38886,3.412823551,-0.026063141,0.102345897,-0.254657414,0.798987711,NA
gene31988,0.794886668,-0.013285244,0.052226426,-0.254377805,0.799203696,NA
gene25060,1.041961879,-0.013801904,0.054268266,-0.254327346,0.799242675,NA
gene29654,30.43350724,0.032265606,0.126906669,0.254246735,0.799304947,NA
gene30129,6.11037287,0.025785248,0.101509216,0.254018786,0.799481045,NA
gene14744,2.401581579,0.023938814,0.094294312,0.253873365,0.799593392,NA
gene14720,20.4505394,-0.032486339,0.128160323,-0.253482031,0.799895745,NA
gene17309,5.491581231,0.024524025,0.096763725,0.253442341,0.799926412,NA
gene31457,49.54836003,-0.033638871,0.132759472,-0.253382077,0.799972976,NA
gene18870,1.401448069,-0.025180999,0.099426656,-0.253262052,0.800065718,NA
gene29379,18.52602989,-0.032289438,0.127520218,-0.253210344,0.800105673,NA
gene40960,0.901484753,0.015122264,0.059809467,0.252840639,0.800391362,NA
gene33018,25.71953453,-0.031444347,0.124426309,-0.252714613,0.800488754,NA
gene10794,8.609994277,-0.028921556,0.114444295,-0.252712953,0.800490038,NA
gene23380,33.9171014,-0.032886366,0.130151498,-0.252677585,0.800517371,NA
gene21704,11.74286799,-0.02633262,0.104260564,-0.252565489,0.800604002,NA
gene1703,13.11975919,0.032685455,0.12942965,0.252534526,0.800627931,NA
gene27287,28.70761415,-0.032689604,0.12958904,-0.25225593,0.80084325,NA
gene28002,42.67399702,0.033475333,0.132725707,0.252214384,0.80087536,NA
gene33492,45.82455361,0.033386319,0.132503971,0.251964667,0.801068375,NA
gene32049,0.910767274,0.009521618,0.037802212,0.251879915,0.801133885,NA
gene29275,61.5504308,0.033201521,0.131848812,0.251815098,0.801183987,NA
gene16071,7.668685757,0.02146003,0.085344854,0.251450775,0.801465616,NA
gene38032,13.05225977,-0.033171011,0.13213241,-0.251043717,0.80178031,NA
gene30387,26.91114563,-0.030821476,0.122806154,-0.250976638,0.801832172,NA
gene10830,2.080229375,0.018761013,0.074757108,0.250959592,0.801845351,NA
gene25428,0.976247837,-0.015239864,0.060738111,-0.250911065,0.801882869,NA
gene36288,47.56616054,0.033222423,0.132490463,0.250753319,0.802004834,NA
gene41137,0.823229711,-0.015901667,0.063417008,-0.250747678,0.802009196,NA
gene11645,11.22191853,0.029835695,0.118987873,0.250745675,0.802010745,NA
gene35969,1.224050649,0.011341948,0.045249507,0.250653505,0.802082011,NA
gene16267,5.209872467,-0.019409469,0.077452302,-0.25059899,0.802124162,NA
gene3145,6.490294286,0.028015618,0.111796253,0.250595324,0.802126997,NA
gene36915,10.00974398,-0.026061925,0.104087006,-0.250385963,0.802288884,NA
gene11020,40.92239585,0.03316565,0.13247245,0.250358847,0.802309852,NA
gene22697,35.66367067,0.032394426,0.129538275,0.250076098,0.8025285,NA
gene10514,0.372735175,0.01079582,0.043187421,0.249976037,0.80260588,NA
gene28072,1.891789507,0.017127979,0.068533064,0.249922856,0.802647007,NA
gene24535,3.853698176,0.019771799,0.079147703,0.249808873,0.802735158,NA
gene20603,36.8264718,0.032666188,0.130893453,0.249563196,0.802925164,NA
gene40134,2.501495856,0.019315807,0.077453512,0.249385814,0.803062357,NA
gene40975,54.19551805,0.032452886,0.130215264,0.249224896,0.803186823,NA
gene29557,10.46000231,0.02489159,0.099938174,0.249069889,0.803306721,NA
gene22835,3.749954027,-0.029382993,0.117979493,-0.249051696,0.803320793,NA
gene1057,1.928543398,-0.022203398,0.0892883,-0.248670859,0.803615392,NA
gene15271,2.261635888,0.020673868,0.08316085,0.248600967,0.803669461,NA
gene20366,47.46296724,-0.032798291,0.131991477,-0.248487943,0.803756897,NA
gene28992,8.571155177,0.031974729,0.128699232,0.248445379,0.803789826,NA
gene41238,29.0914158,-0.032120816,0.129340362,-0.248343331,0.803868776,NA
gene10044,43.11121087,0.032670942,0.131580304,0.2482966,0.80390493,NA
gene11579,1.881042489,-0.025071309,0.100979703,-0.248280677,0.803917249,NA
gene22816,1.080852209,0.012753469,0.051374174,0.248246693,0.803943541,NA
gene35666,5.691946893,0.024557244,0.098967118,0.248135384,0.804029659,NA
gene37250,4.395585677,-0.020118259,0.081136379,-0.247956088,0.804168383,NA
gene18231,4.492744976,0.019225523,0.077625803,0.247669227,0.804390344,NA
gene19871,36.89888504,0.032819539,0.132544285,0.247611873,0.804434723,NA
gene1945,49.75445335,-0.032861883,0.132785977,-0.247480072,0.804536712,NA
gene22206,48.84952447,-0.032559134,0.131637335,-0.247339661,0.804645367,NA
gene21944,1.704547816,-0.016755318,0.067750405,-0.247309488,0.804668716,NA
gene16813,38.64395594,0.03223742,0.130442047,0.247139786,0.804800044,NA
gene31721,3.596467398,-0.020444867,0.082789681,-0.246949457,0.80494734,NA
gene22810,54.82449593,-0.032754576,0.132709331,-0.246814418,0.805051851,NA
gene32785,2.991947939,-0.022891313,0.092883648,-0.246451483,0.805332757,NA
gene3920,56.53389428,-0.031503082,0.127889231,-0.246330996,0.805426018,NA
gene34063,47.43458208,0.032397826,0.131546153,0.246284862,0.805461727,NA
gene25829,1.021130368,-0.019451369,0.079047278,-0.2460726,0.805626033,NA
gene3545,16.39277353,0.030159694,0.122610125,0.245980455,0.805697362,NA
gene13318,6.806506075,-0.022409774,0.091124152,-0.245925738,0.80573972,NA
gene39006,17.0689932,-0.027956178,0.113698138,-0.245880699,0.805774585,NA
gene31886,2.845635748,-0.018430493,0.074976409,-0.245817221,0.805823725,NA
gene28704,12.69992104,-0.02542721,0.103503741,-0.245664643,0.805941845,NA
gene17031,20.46503763,-0.026655114,0.108515628,-0.245633871,0.805965667,NA
gene15387,2.129415244,-0.020870449,0.085045898,-0.245402178,0.806145043,NA
gene21751,0.698922331,-0.012228358,0.049861971,-0.245244175,0.806267374,NA
gene40651,9.117497438,-0.026135701,0.106677332,-0.244997698,0.806458214,NA
gene17682,4.873962264,0.023192764,0.094760257,0.244752015,0.80664845,NA
gene24706,23.52312916,0.032303892,0.132046138,0.244640947,0.806734456,NA
gene24185,45.96936169,0.032436579,0.1327785,0.244290899,0.807005531,NA
gene23925,2.410267023,0.026786499,0.109663054,0.244261833,0.807028041,NA
gene28939,3.544605608,-0.019475129,0.079771423,-0.244136666,0.807124976,NA
gene14603,62.32726738,0.03126455,0.128159228,0.243950829,0.807268902,NA
gene38519,35.78437891,-0.032232239,0.13219865,-0.243816708,0.80737278,NA
gene30340,1.291329623,0.019557917,0.080318447,0.243504667,0.80761447,NA
gene13065,13.91072027,-0.027162607,0.111693506,-0.24318878,0.807859158,NA
gene23220,13.71715405,-0.027769825,0.114219259,-0.24312734,0.807906752,NA
gene21089,14.03139701,-0.02840337,0.116830858,-0.243115308,0.807916073,NA
gene37344,8.885045661,0.027817026,0.114469587,0.243008005,0.807999196,NA
gene12251,5.694484578,-0.025048467,0.103179697,-0.242765466,0.80818709,NA
gene22969,10.9520036,-0.027756414,0.114411229,-0.242602185,0.808313589,NA
gene33271,15.60081831,0.02693459,0.111030937,0.24258635,0.808325856,NA
gene29251,41.74606812,0.032186622,0.13272771,0.242501144,0.80839187,NA
gene32762,7.480143366,0.021581084,0.088996685,0.242493122,0.808398086,NA
gene16131,11.56634008,0.02932025,0.120952505,0.24241127,0.808461503,NA
gene22414,4.932929088,-0.020216875,0.083489597,-0.242148429,0.808665154,NA
gene32220,62.36287361,0.03133365,0.129480026,0.241996014,0.808783252,NA
gene30474,24.04810031,0.029945092,0.123842009,0.241800758,0.808934551,NA
gene21047,5.954150425,0.021189501,0.087670236,0.241695498,0.809016118,NA
gene14580,4.516777847,0.022039284,0.091188724,0.241688696,0.809021389,NA
gene16379,10.05284312,-0.026636375,0.110370275,-0.241336494,0.809294329,NA
gene38918,26.08946361,0.031064678,0.128721531,0.241332416,0.809297489,NA
gene1193,6.38984541,0.022972467,0.095275911,0.241115159,0.809465864,NA
gene35388,16.82792895,0.027602982,0.114502982,0.2410678,0.809502569,NA
gene33505,20.36174534,0.027051282,0.112251879,0.240987341,0.809564928,NA
gene10865,43.04436443,-0.031887672,0.132442024,-0.240767026,0.809735687,NA
gene28780,15.61534479,0.025865375,0.107542043,0.240514074,0.809931754,NA
gene11811,21.71719439,-0.030293135,0.126085482,-0.240258708,0.810129704,NA
gene33920,16.55293536,-0.028911957,0.120368548,-0.240195281,0.810178872,NA
gene32361,11.64710866,-0.028207966,0.117448914,-0.240172214,0.810196753,NA
gene1189,2.830756697,0.017683828,0.073674924,0.240025065,0.810310826,NA
gene32922,40.71350557,0.031726187,0.132289831,0.239823327,0.810467223,NA
gene25577,1.035663664,-0.013786566,0.057510018,-0.239724599,0.810543764,NA
gene3651,23.77777531,-0.031352099,0.130786915,-0.239718929,0.81054816,NA
gene16827,4.512010206,-0.025897497,0.108101975,-0.239565442,0.810667158,NA
gene21796,1.336543847,-0.020012493,0.083602744,-0.239376026,0.810814018,NA
gene30809,0.640368968,-0.014875622,0.062144994,-0.239369588,0.81081901,NA
gene11682,40.28996417,-0.03172627,0.132654728,-0.239164263,0.810978212,NA
gene18942,5.523382964,0.024355744,0.101882345,0.239057549,0.811060959,NA
gene22758,11.63071162,0.027984698,0.117136415,0.238906905,0.811177771,NA
gene30885,3.915283344,0.029382454,0.123136299,0.238617321,0.811402333,NA
gene19344,25.47511767,0.029349857,0.123025132,0.238567978,0.811440598,NA
gene1005,14.4234029,0.029862824,0.125316076,0.238300028,0.8116484,NA
gene11304,7.902001254,0.024336813,0.10215269,0.238239566,0.811695291,NA
gene32604,20.71045803,-0.029484217,0.123851405,-0.238061226,0.811833608,NA
gene31985,1.410314669,0.017792271,0.07484908,0.237708614,0.812107102,NA
gene25416,1.205688923,-0.015251306,0.064179173,-0.23763638,0.812163131,NA
gene15294,2.292902796,-0.017946305,0.075659423,-0.237198547,0.812502763,NA
gene15917,5.604684521,-0.016536432,0.069753511,-0.237069534,0.812602847,NA
gene19404,17.19180126,-0.026385933,0.111363008,-0.236936247,0.812706249,NA
gene16869,33.11895146,-0.030440909,0.128657985,-0.236603341,0.812964528,NA
gene15403,1.906399201,-0.01458656,0.061654386,-0.236585925,0.812978041,NA
gene12456,9.881414773,0.026290022,0.111227845,0.236361872,0.81315188,NA
gene36533,39.16231914,-0.03128037,0.132353559,-0.236339471,0.813169261,NA
gene20231,14.84407454,0.028388114,0.120120797,0.236329722,0.813176826,NA
gene1512,5.89257816,0.023404453,0.099045039,0.236301114,0.813199023,NA
gene22459,31.68124446,0.030304129,0.128256881,0.23627683,0.813217865,NA
gene18454,48.79249886,-0.031279639,0.132434533,-0.236189449,0.813285666,NA
gene14372,2.334038019,0.017140259,0.072576112,0.236169435,0.813301196,NA
gene15087,24.93959752,-0.028801871,0.121973755,-0.236131704,0.813330473,NA
gene31656,6.441618324,0.027784307,0.117744491,0.235971181,0.813455033,NA
gene14025,2.600418601,0.018381134,0.077897108,0.235966837,0.813458404,NA
gene10828,3.242561313,0.019012689,0.080590293,0.235917852,0.813496415,NA
gene22249,43.88692447,0.031290662,0.132756109,0.235700358,0.813665192,NA
gene31060,23.00753913,-0.028504771,0.120986493,-0.23560292,0.813740808,NA
gene30232,63.6811741,-0.03083042,0.130895779,-0.235534101,0.813794215,NA
gene20763,24.63527408,-0.027054846,0.114870857,-0.235524019,0.813802039,NA
gene28934,10.56099924,-0.023933535,0.10163941,-0.235474952,0.813840118,NA
gene22407,11.06932473,0.026195949,0.111327061,0.235306216,0.813971071,NA
gene37875,6.226808291,-0.021327765,0.090674246,-0.235213037,0.814043388,NA
gene28164,3.190207281,0.022152373,0.094239488,0.235064655,0.814158551,NA
gene20343,20.05279422,-0.029586003,0.125879232,-0.235034827,0.814181703,NA
gene36664,22.06016309,-0.029877164,0.127212134,-0.234860963,0.814316649,NA
gene22299,5.221530074,-0.026585047,0.113266386,-0.234712593,0.814431813,NA
gene11225,7.471089211,-0.020503721,0.08740937,-0.234571202,0.814541564,NA
gene26977,11.83390116,-0.025784532,0.109949892,-0.234511663,0.81458778,NA
gene18921,1.756035501,-0.020127444,0.085891475,-0.234335757,0.814724329,NA
gene13938,31.38929839,-0.030587255,0.130541355,-0.234310845,0.814743667,NA
gene24517,0.589345224,0.011123328,0.047516945,0.234091805,0.814913708,NA
gene22352,1.392143893,0.014834348,0.063403425,0.233967611,0.815010124,NA
gene15991,27.99111942,0.029638237,0.126681486,0.233958706,0.815017037,NA
gene32596,6.128632929,0.02381146,0.101787484,0.233933086,0.815036927,NA
gene25129,4.010137217,-0.023125369,0.0988648,-0.233909028,0.815055604,NA
gene41287,32.10905235,0.030743798,0.131438535,0.233902467,0.815060698,NA
gene29867,2.806413847,-0.022520343,0.096286102,-0.233889861,0.815070485,NA
gene13223,1.738617258,-0.018117386,0.077472214,-0.233856572,0.815096329,NA
gene38269,24.98637262,0.027196271,0.11629837,0.233849112,0.815102121,NA
gene15524,10.86165085,-0.023560132,0.100801558,-0.233727851,0.815196264,NA
gene28686,5.613277334,0.022391325,0.095807332,0.233712016,0.815208558,NA
gene27518,2.251362149,-0.01301599,0.055732352,-0.233544598,0.815338543,NA
gene3709,2.919169174,-0.027965756,0.119793656,-0.233449387,0.815412467,NA
gene1270,2.265564294,-0.019147731,0.082063676,-0.233327726,0.81550693,NA
gene28634,1.894300104,-0.014479242,0.062084559,-0.233218089,0.81559206,NA
gene35109,19.49381346,-0.029743866,0.127568154,-0.233160593,0.815636705,NA
gene40903,28.41192544,0.030317792,0.130095263,0.233043013,0.815728005,NA
gene26346,37.36724183,-0.030677298,0.131813633,-0.232732365,0.815969236,NA
gene39032,1.879676755,-0.016626846,0.071455948,-0.232686662,0.816004727,NA
gene26784,4.965361762,0.019998815,0.085955242,0.232665452,0.816021199,NA
gene13589,27.54232096,0.030073774,0.129334486,0.232527108,0.816128635,NA
gene2068,4.74578174,0.021872613,0.09410134,0.232436788,0.816198778,NA
gene37834,47.79762941,0.030516379,0.131299672,0.232417788,0.816213535,NA
gene27036,0.428571948,0.01051427,0.04527105,0.23225152,0.816342665,NA
gene23481,58.76161743,0.030657797,0.132114195,0.232055286,0.816495073,NA
gene34440,2.195899689,-0.021715396,0.093631852,-0.23192317,0.816597688,NA
gene28990,8.361625632,0.026934854,0.116137769,0.231921574,0.816598928,NA
gene16303,47.44415571,-0.030649157,0.13220073,-0.231838028,0.816663819,NA
gene22839,28.6760141,-0.030621368,0.132203499,-0.23162298,0.816830858,NA
gene26536,12.40490731,-0.030483863,0.131634919,-0.231578851,0.816865136,NA
gene20254,35.63241126,0.030686926,0.132635016,0.231363683,0.817032277,NA
gene15853,3.574005145,-0.023657633,0.102293717,-0.231271612,0.817103799,NA
gene14706,5.976065953,-0.026237181,0.113452735,-0.231260899,0.817112122,NA
gene39233,1.954749274,-0.018269435,0.079007313,-0.231237269,0.817130478,NA
gene19355,51.6378874,-0.030438119,0.131676865,-0.231157684,0.817192303,NA
gene17246,15.27531098,0.029913275,0.129555658,0.230891308,0.817399243,NA
gene28740,1.60975857,-0.022379539,0.096951057,-0.230833363,0.817444261,NA
gene30136,26.41927908,0.02926411,0.126967254,0.230485492,0.817714536,NA
gene20611,2.980653954,0.019508959,0.084784059,0.230101732,0.818012719,NA
gene11092,4.821560017,0.021335899,0.092750034,0.230036559,0.818063361,NA
gene2100,4.789271032,0.02159497,0.093997525,0.22973977,0.818293989,NA
gene38434,1.393920904,-0.021669199,0.094323991,-0.229731572,0.81830036,NA
gene33267,3.906388939,0.021814268,0.094957531,0.229726568,0.818304248,NA
gene37144,26.11165825,0.028627779,0.124620231,0.229720153,0.818309234,NA
gene14622,7.311895464,0.020984875,0.091378549,0.229647717,0.818365525,NA
gene3108,16.48087355,0.025697101,0.111912848,0.229617078,0.818389335,NA
gene37304,3.626063931,0.019017913,0.082935506,0.229309661,0.818628245,NA
gene3197,1.475473405,-0.014281466,0.062290565,-0.229271737,0.818657719,NA
gene19377,17.0398157,0.029531312,0.129010709,0.228905896,0.818942058,NA
gene36352,15.96125504,0.029306013,0.128031992,0.228896016,0.818949737,NA
gene19787,13.42208684,-0.027821769,0.12157545,-0.22884364,0.818990447,NA
gene19726,1.083922006,0.013833113,0.060461784,0.228791013,0.819031352,NA
gene38925,23.26679465,-0.026077304,0.114183278,-0.228381116,0.819349969,NA
gene29780,13.07565412,0.029587794,0.12968322,0.228154379,0.819526227,NA
gene15027,19.05531552,-0.029203245,0.128194984,-0.227803335,0.819799134,NA
gene28128,7.520387937,0.023078707,0.101332182,0.227752986,0.819838278,NA
gene11151,2.063828943,0.022403912,0.098420257,0.227635172,0.819929875,NA
gene19699,3.453072111,-0.029701796,0.13049251,-0.227613033,0.819947087,NA
gene16430,4.282388992,0.018582841,0.081665549,0.227548103,0.819997569,NA
gene1390,11.56796634,0.022927868,0.100837918,0.227373475,0.820133344,NA
gene21691,10.99938362,0.027902225,0.122821206,0.227177587,0.820285655,NA
gene39275,2.239019273,0.014545021,0.064038753,0.22712843,0.820323878,NA
gene30898,21.76171641,0.028639708,0.126145684,0.227036762,0.820395157,NA
gene177,2.460863447,-0.014495723,0.063847823,-0.227035507,0.820396133,NA
gene37113,64.1814776,-0.029236988,0.128925223,-0.226774774,0.82059888,NA
gene27357,9.023046868,-0.027586353,0.121681004,-0.22671043,0.820648916,NA
gene34515,2.968455613,-0.025670122,0.113492484,-0.226183455,0.821058739,NA
gene40136,4.528005596,0.020926551,0.092527255,0.226166345,0.821072045,NA
gene2237,1.83658159,0.022033799,0.097469144,0.226059222,0.821155359,NA
gene14413,12.0059796,-0.023920201,0.105824177,-0.2260372,0.821172487,NA
gene38051,62.19148064,0.029890741,0.132427578,0.22571387,0.82142397,NA
gene206,20.60916519,0.028150248,0.124930317,0.225327597,0.821724432,NA
gene11178,19.54206978,0.028478316,0.126460125,0.225196015,0.82182679,NA
gene27781,56.18435679,0.029811834,0.132442692,0.22509233,0.821907447,NA
